City,Area,Location,No. of Bedrooms,Price
3,956,5,3,11900000
4,1572,296,3,2633000
1,3250,167,4,4000000
6,2250,214,3,23000000
2,570,445,1,28000000
2,961,431,2,3000000
4,920,286,2,5300000
5,1286,37,2,21800000
4,1015,338,2,11399999
2,1040,430,2,10200000
3,2730,7,4,3200000
4,1510,287,3,4932000
3,3628,15,4,23600000
4,1572,296,3,3495000
4,1200,288,1,2100000
2,688,459,1,3500000
4,1250,308,3,6661000
6,2400,208,3,12000000
4,1800,296,3,2250000
6,1665,224,3,10500000
2,650,422,1,2350000
2,560,425,1,14800000
6,1295,200,3,5739000
5,920,41,2,4875000
4,1310,293,3,6800000
5,1552,53,3,5753000
2,1000,426,2,4200000
4,1823,288,3,6800000
4,817,293,1,3396000
2,1450,428,2,8800000
2,644,468,1,10200000
2,935,481,2,6000000
6,1255,212,2,5647000
2,921,427,3,33500000
3,1140,24,2,6000000
4,2500,288,4,4599000
5,995,67,2,8000000
6,1515,197,3,5500000
4,963,357,2,6706000
4,774,297,2,2500000
5,1655,105,2,3000000
1,1699,135,3,2400000
5,2630,31,4,4942000
2,1086,496,3,10900000
2,526,430,1,7200000
2,330,476,1,2520000
4,1108,324,3,3000000
5,1373,45,2,7681000
5,1150,39,3,3700000
4,905,309,3,72600000
2,525,429,1,8200000
4,1285,311,3,9687000
2,560,428,1,23400000
4,1200,288,3,2952000
3,2601,14,3,13400000
5,1200,97,3,11000000
2,540,424,1,2357000
1,1100,137,3,4000000
2,3100,475,5,19700000
4,945,292,2,7900000
1,1250,145,3,9500000
4,905,309,3,13000000
5,1829,31,3,18600000
2,1238,468,3,7000000
4,1150,293,2,7000000
4,1450,309,3,2862000
4,1004,298,2,4500000
5,1340,93,3,6530000
3,1950,14,3,4246000
4,1011,328,1,6000000
5,1690,55,3,5750000
2,999,429,2,32500000
2,650,431,1,8700000
6,1050,265,2,5500000
4,992,319,3,2365000
4,1760,293,3,4300000
4,1605,309,3,14600000
6,1216,201,2,8200000
4,941,290,3,2000000
1,1400,148,3,10000000
4,1160,292,2,6097000
5,1240,50,3,6700000
4,1572,296,3,9200000
4,1187,295,2,6000000
6,1256,199,2,5275000
4,972,298,3,4222000
2,1040,435,1,8999000
2,1500,426,3,10000000
5,2153,86,4,2949000
6,2655,204,3,27000000
5,1525,49,3,11500000
4,1550,317,3,6669000
4,1440,289,3,5700000
5,922,62,2,8084000
4,1685,288,2,4500000
4,1280,336,3,3800000
2,830,425,2,49000000
4,1283,293,3,53000000
2,910,425,2,6300000
3,1208,12,2,9400000
1,2200,135,4,20900000
2,1050,431,2,39000000
4,1200,286,3,5330000
4,1644,296,2,2500000
5,2476,75,3,54400000
3,1125,10,2,5606000
4,960,295,2,3040000
3,1169,3,2,8120000
4,1210,329,3,3800000
6,1895,211,3,6600000
5,1498,70,3,2358000
2,810,464,2,3250000
4,1715,295,3,15500000
5,1428,53,3,12200000
4,2520,293,4,7936000
4,856,297,2,2000000
3,988,3,2,8950000
5,1831,42,3,22799999
5,2348,75,3,51600000
2,1123,431,2,11500000
4,820,286,3,3819000
2,729,426,1,12000000
4,1125,309,3,2146000
4,1256,295,2,8737000
5,1112,49,2,4998000
5,1594,37,3,10300000
2,566,432,1,6500000
5,1970,37,3,11900000
2,1404,434,3,79900000
3,1920,3,3,21200000
4,1095,317,2,4291000
6,1080,217,2,3600000
5,854,39,2,3971000
1,1250,186,2,225400000
2,600,464,1,3500000
4,770,288,2,6900000
4,837,293,2,2380000
4,1110,27,3,11500000
2,600,427,1,9500000
2,400,431,1,9499000
4,1160,298,3,10500000
4,1584,295,3,3200000
5,4736,38,4,8924000
5,1400,54,3,5999000
5,2030,36,3,2334000
4,1522,288,3,8200000
5,560,62,1,13700000
5,2056,68,2,43099999
5,464,39,1,5334000
2,1137,429,2,19600000
1,2000,136,4,20000000
6,1600,212,3,6000000
4,1391,288,3,7987000
5,855,63,2,12000000
4,830,286,2,3947999
2,825,425,2,4200000
5,2574,39,4,7362000
4,881,291,2,5900000
4,1310,293,2,40000000
1,800,146,2,2292000
4,1431,296,3,6800000
3,1510,10,3,7344000
2,750,426,1,14000000
2,2400,429,3,14500000
2,560,432,2,13899999
5,1913,104,3,19000000
5,1740,45,3,10300000
5,850,55,2,4793000
4,1186,314,3,10000000
4,1365,298,3,3200000
4,639,325,2,9000000
2,650,425,1,2600000
2,707,450,2,60500000
6,2200,225,3,19800000
4,1150,333,3,6500000
2,965,490,2,10700000
4,1725,288,3,13000000
6,1295,214,2,11200000
2,720,428,2,28700000
3,2796,2,3,16700000
5,1240,93,2,12000000
5,984,79,2,6396000
1,650,160,2,5200000
4,1105,288,2,8528000
4,1175,286,3,3456000
4,701,293,2,3007000
6,1559,199,3,6547000
5,983,79,2,6389000
4,880,367,2,4500000
2,350,426,1,2700000
5,1922,93,3,3843000
2,700,427,1,11700000
4,1627,286,3,2875000
2,516,481,1,2800000
2,630,476,1,5600000
6,1550,273,3,8300000
5,849,39,2,4372000
2,615,425,1,4410000
5,1066,55,2,5328000
4,944,292,2,4033000
3,3895,9,4,4054000
6,1555,227,3,6931000
6,1334,198,2,11000000
4,828,293,2,4165999
2,650,464,1,6300000
4,1050,286,2,6302000
4,1361,287,3,8000000
6,1600,199,3,8000000
4,793,293,2,2549000
5,1569,71,3,11700000
2,1160,467,2,8700000
2,750,490,1,8900000
6,1008,217,2,2116000
4,3014,290,4,28800000
5,1100,71,2,25000000
2,825,434,2,4000000
5,3826,68,5,96900000
4,1060,286,2,2384000
6,1924,204,3,13000000
5,1943,93,3,6645999
4,1113,297,3,3229999
5,789,33,2,3800000
3,1482,25,3,4260000
4,789,309,2,14600000
2,1020,457,2,13000000
4,1450,297,3,2700000
2,1177,434,3,36800000
4,2300,288,4,4923000
5,701,40,2,4065999
2,950,441,2,3799000
3,2436,14,3,32200000
5,1800,117,3,3180000
5,994,52,2,15100000
1,2450,136,4,3100000
1,900,139,3,8200000
4,1428,311,3,3200000
2,750,445,2,3500000
4,852,287,2,7300000
2,657,476,1,5900000
2,978,426,3,13000000
2,400,474,1,100000000
4,1059,308,2,6072000
6,1620,243,3,8259999
2,779,479,2,5100000
5,700,44,2,2070000
4,1100,335,3,3700000
5,1060,56,3,5500000
2,420,431,1,7500000
3,1450,9,2,3484000
1,1650,144,3,23000000
2,1450,428,3,21100000
4,1450,288,2,6700000
3,2238,3,4,17300000
1,1300,179,2,100000000
4,1185,296,2,6500000
4,935,287,2,4455000
2,2604,434,4,4475000
4,920,293,2,11299999
5,787,41,2,6440000
5,1250,62,3,6700000
5,951,35,2,6845000
6,1360,201,2,9400000
4,830,319,2,2133000
4,1450,309,3,3984000
4,1270,292,3,2959000
5,765,55,1,4988000
4,750,27,2,2530000
2,1150,429,2,9100000
6,4829,202,4,24500000
5,1650,49,3,3156000
2,727,426,2,3800000
6,1880,214,3,4400000
5,2777,48,3,6800000
4,1141,288,2,2973000
4,1168,297,3,5500000
2,950,464,2,7000000
5,1471,39,3,9000000
2,1950,475,4,4800000
4,1058,309,3,6436000
5,1545,53,3,16500000
5,1378,41,3,6296000
4,1590,295,3,12200000
2,1043,434,3,22500000
4,1761,288,3,9100000
3,1321,3,3,15300000
5,2712,93,4,17600000
2,665,431,1,14000000
4,1187,295,2,7480000
2,1450,431,2,4200000
4,750,391,2,2000000
5,984,36,2,6396000
2,580,432,1,2450000
2,1600,475,3,11000000
4,920,293,2,4788000
2,920,455,2,2650000
4,1020,297,2,2500000
2,1150,429,2,16200000
2,1070,459,2,5200000
6,1834,199,3,15000000
4,885,297,2,5500000
5,1434,47,2,11500000
2,310,426,1,18000000
2,1050,431,2,6000000
3,520,6,1,8000000
2,1050,477,2,19000000
5,867,57,2,4674000
4,1450,309,3,4140000
4,4527,314,3,7943000
4,1254,286,3,2100000
4,1170,309,2,3995000
2,1090,429,2,14500000
4,416,309,1,5420000
1,1801,168,3,3700000
3,540,1,1,2300000
4,770,291,2,2256000
3,2187,3,4,27400000
4,2520,293,4,4500000
5,4643,38,4,8400000
4,2086,288,4,8985000
6,1050,206,2,6050000
5,765,39,2,3789000
4,3434,288,4,27500000
5,1250,50,3,5112000
2,686,474,2,3500000
2,750,475,2,4500000
5,624,81,1,8303000
4,1080,288,2,5000000
5,610,101,1,3199000
1,585,141,2,2400000
2,820,429,2,18600000
3,1635,2,3,10600000
4,1450,288,3,11000000
4,1785,309,4,4360000
2,1020,446,1,18500000
2,1050,486,2,8900000
6,1465,197,3,5034000
3,1096,9,2,3217000
4,917,288,2,4461000
2,600,426,1,24000000
4,944,292,2,4500000
4,1295,286,3,2668000
4,1114,286,3,4214000
2,735,431,1,5000000
2,1509,475,3,42000000
5,921,73,2,5267000
4,1075,291,2,3163000
4,890,329,2,5394000
5,520,32,1,7900000
2,1650,427,3,4900000
6,1595,242,3,5000000
5,664,39,1,3210000
4,973,286,2,5200000
4,944,292,2,2633000
5,910,39,2,4853000
4,4300,307,5,6500000
2,1065,429,2,16500000
5,804,41,2,5200000
6,1360,201,2,9382000
1,2000,135,3,12300000
5,1185,46,2,5100000
2,1357,475,3,42600000
4,1160,325,1,7250000
4,2200,355,4,10800000
5,1149,35,3,4812000
4,1011,290,2,3770000
4,860,297,2,3400000
3,1943,14,3,48300000
6,1000,219,2,4000000
4,1135,325,2,3021000
2,650,446,1,11000000
4,1032,317,2,3256000
2,450,495,1,17000000
6,3044,198,4,25200000
5,894,49,2,7844000
2,910,425,2,68000000
5,2616,31,4,2418000
3,1525,10,3,7412000
5,705,70,2,4796000
4,969,317,3,4867000
4,1270,292,3,16500000
2,1045,464,2,3300000
2,2000,428,4,14900000
5,1119,38,2,6219000
2,775,446,1,20200000
3,1879,2,3,7816000
4,2889,290,4,5000000
2,450,464,1,5800000
4,1374,355,2,11299999
6,1650,228,3,8200000
2,1185,431,2,4200000
4,1035,407,2,50500000
5,2316,75,3,32500000
4,997,309,3,8000000
4,931,299,2,4603000
4,822,308,2,6700000
6,1620,243,3,9200000
2,275,447,1,3000000
4,1501,296,3,3049000
5,566,31,1,2971000
5,1235,70,2,6934999
4,2450,317,4,17600000
6,1850,214,3,12400000
4,836,286,3,3794000
6,1725,206,3,12400000
5,1066,94,2,5116000
5,1358,31,3,8525000
5,1529,52,3,5502000
2,1618,430,3,29400000
4,1236,340,1,2300000
1,4950,165,3,17500000
4,1100,297,2,3700000
2,950,426,2,59400000
4,1707,295,3,2383000
5,1831,49,3,5396000
2,850,462,2,9500000
4,787,288,2,5200000
3,1195,3,2,7200000
2,500,441,1,2330000
4,1443,291,3,8000000
4,980,325,3,6300000
4,1524,340,3,6216000
5,1560,36,3,28000000
2,783,446,3,16800000
5,1255,93,2,15000000
5,1231,31,2,6462000
3,1780,2,3,4237000
4,1080,288,2,3000000
4,1164,293,3,6669000
4,2300,323,4,5000000
6,1441,201,2,9500000
5,1050,50,3,6300000
2,1156,431,2,16500000
2,768,428,2,5200000
2,685,428,2,15100000
2,800,478,2,6498000
4,1013,311,3,9900000
5,841,101,2,3784000
4,2074,295,4,110000000
4,1663,288,3,4348000
2,868,464,2,20000000
5,997,49,2,4481000
5,1675,118,3,7500000
4,1226,288,3,8200000
2,650,431,1,3500000
4,1845,288,2,8707000
6,2191,214,3,10500000
4,837,295,2,3765999
2,2465,429,3,17000000
3,1040,2,2,8100000
1,900,145,2,4000000
3,1048,22,2,7053000
2,1750,429,3,16500000
4,1200,286,2,3000000
4,672,290,1,5200000
1,2000,135,4,17500000
5,719,87,2,6616000
6,2380,214,3,21000000
2,1188,468,2,17500000
5,1024,38,2,3881000
5,1695,49,3,11000000
2,1400,426,2,3500000
3,1520,10,3,7389000
4,1314,295,2,7648999
5,1255,93,2,9056000
4,1766,286,4,12000000
4,1309,332,3,2758000
2,974,430,2,17000000
1,1000,154,2,2700000
3,1304,2,2,4940000
2,350,437,1,2500000
4,1250,307,2,9200000
5,928,39,2,4268000
4,1882,290,4,42500000
4,978,297,2,4350000
4,1175,286,3,8400000
4,800,297,2,3100000
2,1600,433,4,95100000
2,1566,426,3,10000000
1,1843,140,3,12800000
6,1725,209,3,8105000
3,1750,13,3,15700000
4,2100,288,3,4603000
2,1129,428,2,21000000
5,1263,63,3,4214000
5,1558,47,2,11299999
3,1180,12,2,8100000
5,1220,62,3,14200000
4,2800,314,3,2632000
5,1020,36,2,21900000
4,1523,293,3,4800000
6,2160,198,3,15200000
4,1485,292,3,4011999
2,400,429,1,6400000
4,1495,295,3,6669000
2,700,468,2,11900000
2,1000,431,2,7600000
5,830,41,2,7700000
5,940,53,2,12000000
4,922,286,2,4977000
4,1950,290,3,4899000
2,667,431,1,5600000
5,1500,87,3,9450000
4,888,290,2,11700000
1,650,170,2,4200000
6,1200,199,2,5200000
5,1705,52,3,6136000
2,580,456,1,5200000
2,1160,185,2,11000000
4,1110,325,2,8500000
2,1240,486,2,9300000
1,9000,146,5,450000000
4,1500,296,3,4800000
2,510,434,1,3250000
3,1985,4,3,18900000
2,1400,475,2,35500000
2,825,425,2,4100000
4,750,311,2,3800000
4,2444,288,4,10800000
4,1469,293,3,8223999
4,1548,290,3,2500000
5,721,70,2,4999000
4,1049,341,2,4000000
5,1145,71,2,8155000
2,1150,431,2,3000000
4,750,310,2,48500000
6,2500,216,4,19500000
3,1475,2,3,9200000
4,2052,290,4,28800000
2,1150,431,3,6500000
4,1330,300,3,7236000
4,840,287,2,26000000
2,910,445,2,2400000
4,1077,300,3,9600000
2,2150,451,4,17000000
3,2461,8,4,11000000
5,2400,53,3,5994000
5,2476,75,3,27300000
4,5359,314,4,6500000
5,920,69,3,10000000
4,1275,288,3,4501000
6,2400,239,3,13200000
5,2350,53,4,24900000
6,3350,207,4,42900000
2,980,431,2,9000000
5,1032,57,3,4953000
5,901,63,2,4200000
6,1740,201,3,12000000
6,1730,201,3,11100000
4,5359,314,4,8500000
2,650,431,1,5400000
4,1277,311,3,5200000
5,1942,93,2,9000000
5,955,41,2,4676000
4,974,395,3,7200000
6,3200,225,3,24000000
1,1800,165,3,3700000
1,480,160,2,42500000
5,815,109,2,5412000
6,1050,240,2,5500000
6,1200,279,2,4650000
5,923,30,2,4153000
4,1260,289,3,3600000
4,1500,288,3,4200000
4,1919,290,3,2808000
3,1225,0,2,6112000
5,1443,63,3,5200000
3,1025,6,2,2899000
2,640,431,1,4200000
5,1749,49,2,10500000
4,850,293,2,2354000
5,1510,45,3,6800000
4,950,293,2,28000000
6,1730,201,3,11100000
2,500,474,1,11000000
4,1463,295,3,4000000
4,1454,290,3,2655000
2,1150,431,2,10000000
4,1340,318,3,8100000
5,2640,31,4,3372999
2,457,426,1,9900000
5,833,87,2,5202000
6,1300,251,3,4810000
5,1092,40,2,6333000
4,1600,327,3,4500000
4,1455,288,2,9300000
5,1380,69,3,4794000
2,5200,497,5,8200000
4,833,309,1,2000000
2,878,446,1,12500000
4,1501,296,3,4923000
4,1150,310,2,3484000
4,1915,288,4,4653000
2,675,431,1,20500000
2,3049,457,5,100000000
4,2350,311,3,13000000
4,1105,286,2,6365000
2,1105,431,2,7700000
2,1358,468,3,16800000
6,1050,227,2,4600000
4,1015,286,2,8600000
6,2049,198,4,23000000
5,2056,68,3,4276000
2,1660,431,3,20000000
4,2320,302,4,20700000
2,650,498,1,4200000
5,943,39,2,4200000
2,625,471,1,18000000
4,1548,290,3,5839000
2,1299,427,2,31900000
2,805,425,1,3892000
6,2460,199,3,13200000
4,959,371,2,2978000
5,800,94,2,3779999
4,1319,288,3,7300000
2,997,490,3,18000000
6,2191,214,3,15800000
4,1405,286,3,7700000
5,908,39,2,4540000
1,900,154,3,2400000
2,3000,139,4,55000000
5,872,70,2,3000000
2,750,426,1,19300000
1,1300,145,3,4800000
5,538,31,1,8270999
5,1251,63,3,5316000
4,1760,293,3,2316000
2,928,490,3,22200000
2,1787,446,3,22400000
4,1113,286,3,4500000
5,833,35,2,2070000
4,1329,368,3,2850000
5,1850,77,3,6000000
4,1238,288,3,12200000
2,890,425,2,4459000
6,1550,201,3,8925000
6,2100,245,3,12500000
2,1050,455,2,2815000
2,3000,469,4,200000000
4,927,310,2,7500000
2,1050,431,2,8000000
4,1400,288,3,5200000
4,1955,288,3,8300000
2,1620,457,3,9900000
6,1290,214,2,8707000
4,1200,288,2,6555000
2,850,441,2,4100000
4,1050,378,2,4600000
2,1100,490,2,19100000
6,2850,225,3,19800000
2,910,427,2,13500000
2,1150,431,2,37400000
5,917,39,2,5226000
6,1311,199,2,5506000
1,1800,154,4,15500000
4,1140,288,2,2400000
4,1310,293,2,5800000
5,1035,91,2,20500000
4,1605,309,3,2840000
4,1265,289,2,5500000
5,1296,31,3,9857000
5,1591,71,3,15700000
4,2052,290,4,4311000
5,914,59,2,3300000
1,2302,140,3,16500000
2,750,422,1,10500000
2,1412,439,3,21200000
2,600,432,1,6700000
2,1404,430,2,2500000
4,1700,330,3,2500000
2,1063,487,2,23500000
2,1480,474,3,6300000
1,2000,135,4,18000000
2,1155,431,2,12500000
3,1495,1,3,92100000
1,950,144,3,9500000
4,983,327,2,21000000
1,2520,148,4,11000000
5,1304,55,3,20200000
4,875,300,2,3500000
4,1058,309,3,2200000
3,1310,1,3,4987000
2,627,427,2,21700000
5,889,124,3,7678000
2,605,464,1,5250000
4,1152,297,3,5800000
2,450,484,1,11800000
4,1659,288,3,11200000
1,1800,150,2,20000000
2,650,464,1,5500000
4,1173,299,3,2875000
2,860,464,2,4499000
4,1562,293,3,2300000
4,1259,293,3,6216000
5,581,81,1,2091000
2,840,426,2,2816000
2,945,464,2,8600000
6,1007,217,2,2102000
4,1835,295,3,2600000
2,850,451,2,30000000
4,1947,293,4,5200000
4,1352,297,3,12500000
5,1060,56,3,5529000
4,1000,297,3,4900000
5,1395,35,3,5384000
4,1099,290,3,6094000
4,750,316,2,63000000
4,2889,290,4,2758000
4,712,336,2,4250000
4,1110,309,2,3900000
4,1600,351,3,11800000
2,784,428,3,19900000
4,1200,288,3,4800000
5,1200,35,3,5200000
6,1720,203,3,7200000
5,1100,55,2,4934000
1,1000,142,3,6000000
4,850,300,2,3300000
2,575,446,1,10500000
4,892,329,2,6912000
2,650,431,1,4500000
5,1160,41,3,6325000
6,2750,202,3,16500000
5,975,35,2,12800000
6,1800,199,3,9800000
4,660,311,2,2520000
5,828,35,2,3499000
5,810,101,2,3645000
2,550,495,1,49000000
4,1200,299,3,6700000
3,2018,14,3,6126000
4,2105,293,4,8223999
5,521,88,1,4564000
1,1250,148,3,2400000
4,1050,300,3,11000000
2,1299,427,2,8000000
4,915,303,2,14500000
6,1045,241,2,9991000
4,1780,309,4,18000000
2,600,464,1,10100000
5,1035,88,2,2486000
2,800,429,2,21500000
2,1144,433,3,52500000
5,1562,30,3,5200000
6,1146,197,2,4300000
1,760,196,2,3200000
5,1221,39,3,4840000
4,1028,300,2,4899000
2,1737,428,4,21500000
4,1527,290,3,5600000
4,1421,317,3,9000000
5,800,62,2,11100000
4,763,330,2,5935000
4,740,286,2,3200000
2,1075,431,2,9000000
6,1850,229,3,10100000
4,1450,309,3,4440000
4,1500,288,3,2500000
2,1140,431,2,27500000
6,1050,197,2,3570000
4,945,293,2,190000000
3,1095,25,2,7000000
4,955,291,2,6700000
2,695,441,1,4500000
1,400,193,2,6500000
5,1062,85,2,4000000
2,950,428,2,26000000
5,1120,38,2,6224000
5,2324,79,3,19000000
5,577,85,1,4000000
3,1017,7,2,5000000
4,655,288,2,2599000
4,1250,298,3,5935000
5,620,93,1,4120000
5,755,54,2,2840000
1,7049,146,5,254800000
4,3762,314,4,17500000
2,560,471,1,15200000
5,855,32,2,4400000
4,770,297,2,12000000
2,950,441,2,3250000
4,1140,288,2,3678000
4,1135,356,3,8000000
4,1900,296,4,2000000
5,983,79,2,6389000
4,1550,317,3,2000000
4,950,335,2,3000000
4,970,311,3,2620000
5,1453,46,3,3500000
2,450,495,1,60500000
5,2004,42,3,29100000
2,800,464,2,12000000
2,1170,478,2,6498000
4,965,290,2,2867000
6,2100,209,3,10500000
4,620,330,2,3000000
4,1106,290,3,7753000
2,650,428,1,23400000
6,1216,201,2,8500000
4,1527,290,3,20000000
4,800,298,2,2316000
2,4320,457,4,17800000
3,951,1,2,4246000
5,1550,48,2,12500000
4,935,292,2,6371000
2,536,425,2,5499000
2,1165,431,2,22500000
2,610,431,1,4500000
1,520,148,1,4000000
5,1361,44,2,17000000
5,1241,52,3,5014000
6,2600,201,4,18500000
4,750,311,2,5000000
5,954,67,2,4500000
3,1795,4,2,15400000
4,925,293,2,3400000
2,1200,436,2,3747999
4,1165,293,3,4984000
2,1195,475,2,7150000
4,3180,295,5,5000000
4,931,286,3,4266000
4,1028,309,3,42699999
5,2011,48,4,35000000
4,1880,295,3,7400000
5,1000,62,2,5000000
4,789,286,2,11000000
4,1160,288,3,3911999
6,1695,201,3,10900000
2,650,431,1,3300000
3,1182,7,2,6405000
4,1500,317,3,5799000
2,571,448,1,31500000
6,1050,229,2,5200000
4,1575,295,3,6000000
4,780,364,2,5218000
1,900,154,3,20000000
4,650,316,2,6938000
4,1029,291,3,3746000
5,1270,62,3,6804000
6,1050,202,2,3148000
5,821,35,2,15000000
5,1599,31,3,10000000
6,900,203,2,3570000
4,850,303,2,21000000
6,2925,228,4,14600000
2,1538,431,3,9000000
6,2000,205,3,10000000
4,1381,290,3,5600000
2,1166,475,2,39000000
4,1700,304,3,5652000
4,1924,286,3,7800000
2,1388,435,2,55000000
4,912,324,2,8200000
2,600,459,1,4600000
4,1684,293,3,3056000
2,975,464,2,26900000
5,875,75,3,6500000
4,972,290,3,8413000
2,1109,187,3,39000000
1,520,134,1,3400000
3,3596,3,4,30500000
5,910,63,1,3822000
2,1200,486,2,15500000
6,1535,214,3,9760000
2,1500,458,2,6500000
2,863,446,3,12300000
4,1173,309,3,3660000
4,1671,290,3,2668000
1,1653,137,3,9500000
5,1155,46,2,2600000
4,1110,309,2,4788000
1,1490,137,3,704400000
4,5359,314,4,6000000
2,520,428,1,7500000
1,516,164,1,5000000
5,1551,38,3,7598999
3,1415,10,3,6915000
6,1900,225,3,22900000
4,1659,295,3,4149000
6,1605,205,3,7000000
5,855,63,2,3300000
5,600,88,1,2880000
2,830,425,2,2288000
6,2120,198,3,15000000
3,3897,9,3,56700000
2,1140,431,2,12000000
5,1871,42,3,5700000
5,822,39,2,4114000
4,2052,288,3,8800000
4,1025,287,2,2000000
4,1785,309,4,8265000
5,909,33,2,8200000
2,650,446,1,8000000
4,1125,297,3,4764000
6,1050,205,3,3900000
4,1150,293,2,3127000
4,850,300,2,2600000
4,1828,307,3,21000000
2,1409,451,3,30200000
4,1468,288,3,2032000
4,953,291,2,3240000
4,2082,288,3,7200000
4,1424,288,3,7727000
4,800,297,2,8295000
4,1476,290,3,9200000
4,973,286,2,4718000
3,1300,10,2,6396000
4,1600,334,3,13500000
1,900,137,2,11000000
5,620,93,1,3106000
4,1074,290,3,5800000
2,508,187,1,31000000
2,750,451,2,8500000
3,1595,3,3,9339000
5,1871,42,3,22799999
4,1509,286,3,8300000
4,2048,295,4,3424000
4,901,288,3,9108000
1,2500,135,3,19800000
6,1589,200,3,7950000
4,914,287,2,6800000
2,750,431,1,8000000
5,2062,36,3,22000000
4,1187,292,3,2173000
2,380,428,1,3900000
4,935,292,2,4608000
2,350,495,1,5300000
2,1035,428,3,7500000
4,1347,286,3,4873000
5,1891,53,3,20000000
5,1218,50,3,7306000
1,1100,151,2,9500000
4,4955,314,4,2758000
6,1885,214,2,11800000
4,2000,288,3,3500000
5,1293,67,3,10000000
5,887,59,2,17600000
5,825,62,2,3881000
3,1399,7,3,3859000
2,1080,491,2,12100000
4,2525,314,3,7006000
4,1440,289,3,3375000
5,984,88,2,4708000
4,976,325,2,3500000
5,549,31,1,16500000
5,610,41,1,3100000
3,1330,3,2,23100000
5,560,67,1,2800000
4,950,303,2,3800000
4,1350,335,3,8200000
2,1250,487,2,25000000
4,1334,286,2,3604000
4,3615,314,4,4118000
4,1200,291,3,10900000
4,1718,295,3,76500000
3,1250,12,2,5200000
6,1728,202,3,13500000
4,1015,286,2,4047999
6,1681,214,3,10200000
4,1132,286,2,2000000
5,1103,38,2,6141000
4,2052,290,4,5551000
5,988,35,2,7433000
6,1636,212,3,8589000
2,1065,429,3,18900000
5,967,49,2,5884000
5,606,46,2,7600000
4,750,313,2,2700000
2,1210,475,3,2650000
6,1600,199,3,8000000
1,950,159,2,10000000
5,940,37,2,8052000
4,1150,293,2,5100000
4,1562,293,3,6800000
2,1000,495,2,11800000
5,1950,131,3,11299999
5,1500,82,3,21000000
4,1350,288,2,14500000
4,1372,295,3,8690000
5,945,46,2,5476000
4,1375,355,2,11900000
4,4527,314,3,12700000
5,920,87,2,4416000
2,1600,475,3,35000000
2,674,479,2,12400000
4,2672,288,4,4567000
4,1284,295,3,3200000
4,1707,296,3,4461000
5,927,70,2,5737000
4,1050,295,3,10100000
5,765,60,2,4999000
5,1200,76,1,4350000
4,1200,307,3,6900000
5,930,45,2,3627000
4,860,297,2,9000000
5,1252,87,2,6600000
5,2000,48,3,4605000
5,1246,52,3,2264000
3,3900,9,4,36000000
6,1695,201,3,11200000
2,1350,431,3,22500000
4,1925,307,3,3200000
5,939,70,2,3924000
4,800,295,1,4350000
2,1505,495,4,3950000
2,365,426,1,25000000
4,2253,290,3,2900000
4,1058,309,3,6561000
4,1103,290,3,4257000
1,1800,135,3,14500000
4,779,286,3,2901000
1,1215,144,2,11100000
5,1122,93,3,4535000
4,1400,297,3,6669000
3,2400,19,3,2800000
4,1140,288,2,81199999
5,5498,68,4,2116000
5,1345,46,3,4335000
5,929,39,2,5295000
2,1095,464,2,9900000
2,354,432,1,9000000
5,1209,57,2,6648999
3,1500,16,3,5900000
4,1211,290,3,2400000
6,1575,200,3,5500000
5,2021,49,4,11500000
5,1055,69,2,16500000
3,1135,12,2,5703000
4,1116,309,2,4899000
2,500,440,1,2440000
2,1750,490,3,18500000
4,1100,288,2,2450000
4,4250,307,5,6440000
5,1123,55,2,5400000
2,1210,431,2,4400000
5,1077,45,2,3320000
5,1600,123,3,6458000
1,3800,135,4,34100000
2,1962,428,3,35300000
2,1120,429,2,13000000
4,1300,302,3,5500000
4,1187,291,3,4035000
4,875,300,2,6500000
3,1357,3,2,8606000
4,2300,317,4,5300000
5,1243,93,2,28500000
4,1890,288,3,4275000
4,2300,288,4,5193000
6,1405,199,3,5901000
2,516,447,1,5700000
4,1228,311,3,3200000
4,1233,309,3,6210000
2,1240,431,2,31200000
5,884,41,2,4300000
4,700,295,2,15600000
5,815,109,2,3789000
2,1150,427,2,2800000
4,911,309,3,8315000
5,848,66,2,2118000
2,1100,431,2,6000000
6,3498,198,4,29000000
2,450,431,1,39100000
4,1480,288,3,8000000
2,970,490,2,19800000
4,1377,340,3,2200000
2,1050,431,2,5600000
4,774,297,2,17500000
2,340,430,1,3000000
4,1600,307,4,6072000
4,1120,288,2,4000000
4,850,389,2,5500000
4,951,290,2,7000000
4,1590,295,3,10700000
4,898,292,2,7520999
4,1385,286,3,2034000
2,538,491,1,22200000
6,925,229,2,4600000
2,1543,434,3,36800000
2,450,431,1,4500000
2,623,446,2,12300000
4,943,288,2,4300000
4,1228,311,3,9556000
6,2063,199,3,10300000
4,831,288,2,26500000
2,546,427,1,10000000
6,1900,202,3,8168000
5,1511,120,3,26200000
6,1320,233,3,6800000
5,1400,37,3,5692000
4,1450,288,3,7300000
4,580,286,2,3881000
2,602,490,1,17500000
4,1100,295,3,8500000
2,865,425,2,2970000
2,350,428,1,38500000
4,895,300,2,3906000
4,730,340,2,2790000
1,1651,136,2,2400000
5,1125,83,2,11000000
4,1380,352,3,4700000
5,1266,94,3,6076000
2,1010,446,2,30000000
4,852,297,3,6500000
4,1249,288,3,4300000
4,700,297,2,2500000
